ts,seq,i_ph_max,i_n,thd_i_mean,t_low_c,td_margin_k,worst_point,worst_dt_c,max_k_ratio,min_ttl_h,target_dt_c,target_k_ratio,q_any,dq_codes,pd_pps,risk_score,risk_mode,alarms
2026-07-14T06:30:00+00:00,794,971.7,155.2,6.62,37.94,8.88,DSYA4_L1,6.22,1.083,317,6,1.083,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-14T06:45:00+00:00,795,1096,172.6,6.42,38.13,9.02,DSYA4_L1,8.53,1.083,652,8.25,1.083,0,,0,0,HYP-NORMAL,
2026-07-14T07:00:00+00:00,796,1222,188.4,6.22,38.32,9.16,DSYA4_L1,10.94,1.085,892,10.44,1.085,0,,0,0,HYP-NORMAL,
2026-07-14T07:15:00+00:00,797,1350,202.4,6.01,38.53,9.3,DSYA4_L1,13.34,1.086,1036,13.14,1.086,0,,0,0,HYP-NORMAL,
2026-07-14T07:30:00+00:00,798,1478,218.6,5.8,38.74,9.45,DSYA4_L1,16.76,1.089,1084,16.09,1.089,0,,0,0,HYP-NORMAL,
2026-07-14T07:45:00+00:00,799,1617,233.9,5.58,38.95,9.61,DSYA4_L1,20.08,1.091,1155,19.03,1.091,0,,0,0,HYP-NORMAL,
2026-07-14T08:00:00+00:00,800,1758,250.1,5.35,39.17,9.78,DSYA4_L1,23.79,1.095,1059,23.12,1.095,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T08:15:00+00:00,801,1792,254.8,5.3,39.4,9.94,DSYA4_L1,28.54,1.1,891,27.41,1.1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T08:30:00+00:00,802,1826,256.9,5.24,39.62,10.11,DSYA4_L1,29.97,1.104,818,28.53,1.104,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T08:45:00+00:00,803,1866,262.2,5.18,39.85,10.29,DSYA4_L1,31.14,1.109,722,29.91,1.109,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T09:00:00+00:00,804,1909,266.9,5.11,40.08,10.47,DSYA4_L1,32.08,1.115,648,31.26,1.115,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T09:15:00+00:00,805,1891,263.9,5.14,40.31,10.64,DSYA4_L1,33.76,1.122,534,32.89,1.122,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T09:30:00+00:00,806,1868,263.3,5.18,40.54,10.82,DSYA4_L1,33.56,1.127,482,32.62,1.127,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T09:45:00+00:00,807,1872,262,5.17,40.77,11,DSYA3_L1,32.59,1.131,480,31.64,1.131,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T10:00:00+00:00,808,1863,259.8,5.18,40.99,11.18,DSYA4_L1,32.61,1.135,479,31.83,1.135,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T10:15:00+00:00,809,1882,262.1,5.15,41.21,11.36,DSYA4_L1,32.24,1.139,413,31.57,1.139,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T10:30:00+00:00,810,1907,264.4,5.11,41.43,11.54,DSYA3_L1,32.8,1.143,409,32.1,1.143,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T10:45:00+00:00,811,1915,264.9,5.1,41.64,11.71,DSYA4_L1,33.66,1.149,384,33.13,1.149,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T11:00:00+00:00,812,1926,266.2,5.08,41.84,11.88,DSYA4_L1,34.13,1.154,364,33.52,1.154,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T11:15:00+00:00,813,1931,267.4,5.07,42.04,12.04,DSYA4_L1,34.56,1.158,360,33.86,1.158,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T11:30:00+00:00,814,1933,266,5.07,42.22,12.2,DSYA4_L1,34.93,1.164,336,34.39,1.164,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T11:45:00+00:00,815,1926,264.9,5.08,42.4,12.35,DSYA4_L1,35.15,1.167,335,34.3,1.167,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T12:00:00+00:00,816,1919,264.9,5.09,42.57,12.5,DSYA4_L1,34.74,1.17,333,34.01,1.17,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T12:15:00+00:00,817,1905,264.3,5.11,42.73,12.64,DSYA4_L1,34.47,1.173,311,33.98,1.173,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T12:30:00+00:00,818,1881,261.4,5.15,42.87,12.76,DSYA3_L1,33.88,1.175,311,33.44,1.175,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T12:45:00+00:00,819,1848,255.7,5.2,43.01,12.88,DSYA3_L1,32.99,1.174,311,32.28,1.174,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T13:00:00+00:00,820,1824,253.6,5.24,43.13,12.99,DSYA3_L1,32.34,1.176,308,31.89,1.176,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T13:15:00+00:00,821,1827,252.8,5.23,43.24,13.09,DSYA3_L1,31.61,1.176,332,30.92,1.176,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T13:30:00+00:00,822,1848,255.9,5.2,43.33,13.17,DSYA3_L2,31.2,1.179,332,31.2,1.179,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T13:45:00+00:00,823,1851,257.9,5.2,43.41,13.24,DSYA3_L2,32.08,1.184,314,32.08,1.184,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T14:00:00+00:00,824,1874,262.1,5.17,43.48,13.3,DSYA4_L1,32.07,1.185,331,31.77,1.185,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T14:15:00+00:00,825,1895,264.2,5.13,43.53,13.35,DSYA4_L1,32.62,1.189,331,32.56,1.189,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T14:30:00+00:00,826,1901,267.1,5.13,43.57,13.38,DSYA4_L1,33.62,1.193,332,33.11,1.193,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T14:45:00+00:00,827,1927,269.4,5.08,43.59,13.41,DSYA4_L1,34,1.197,332,33.6,1.197,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T15:00:00+00:00,828,1945,270.4,5.05,43.6,13.41,DSYA4_L1,34.72,1.201,330,34.47,1.201,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T15:15:00+00:00,829,1925,267.3,5.08,43.59,13.41,DSYA4_L1,35.59,1.205,312,34.99,1.205,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T15:30:00+00:00,830,1929,268.1,5.08,43.57,13.38,DSYA3_L1,34.73,1.207,330,34.73,1.207,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T15:45:00+00:00,831,1927,268.7,5.08,43.53,13.35,DSYA3_L2,34.91,1.21,330,34.91,1.21,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T16:00:00+00:00,832,1932,271.1,5.08,43.48,13.3,DSYA3_L2,35,1.213,307,35,1.213,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T16:15:00+00:00,833,1928,271.2,5.08,43.41,13.24,DSYA3_L2,34.93,1.215,307,34.93,1.215,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T16:30:00+00:00,834,1924,272,5.09,43.33,13.17,DSYA3_L2,35.03,1.218,307,35.03,1.218,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T16:45:00+00:00,835,1928,273.4,5.09,43.24,13.09,DSYA3_L2,34.68,1.219,311,34.68,1.219,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T17:00:00+00:00,836,1933,273.4,5.08,43.13,12.99,DSYA7_L1,34.77,1.22,328,34.34,1.22,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T17:15:00+00:00,837,1898,273,5.14,43.01,12.88,DSYA3_L2,35.31,1.225,304,35.31,1.225,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T17:30:00+00:00,838,1869,267.1,5.18,42.87,12.76,DSYA3_L1,33.96,1.221,328,33.64,1.221,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T17:45:00+00:00,839,1861,266.1,5.2,42.73,12.64,DSYA3_L2,32.84,1.221,329,32.84,1.221,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T18:00:00+00:00,840,1835,262.6,5.24,42.57,12.5,DSYA3_L2,32.5,1.221,327,32.5,1.221,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T18:15:00+00:00,841,1813,259.6,5.27,42.4,12.35,DSYA3_L2,31.71,1.221,329,31.71,1.221,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T18:30:00+00:00,842,1782,257.5,5.32,42.22,12.2,DSYA7_L1,30.93,1.22,333,30.9,1.22,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-14T18:45:00+00:00,843,1765,258.2,5.35,42.04,12.04,DSYA3_L2,30.07,1.22,352,30.07,1.22,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T19:00:00+00:00,844,1740,256.3,5.4,41.84,11.88,DSYA3_L2,29.32,1.22,352,29.32,1.22,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T19:15:00+00:00,845,1749,253.8,5.37,41.64,11.71,DSYA3_L1,28.6,1.219,398,28.43,1.219,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T19:30:00+00:00,846,1760,252.3,5.35,41.43,11.54,DSYA3_L2,28.71,1.221,400,28.71,1.221,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T19:45:00+00:00,847,1772,255.6,5.34,41.21,11.36,DSYA3_L2,29.12,1.223,399,29.12,1.223,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T20:00:00+00:00,848,1789,258.3,5.31,40.99,11.18,DSYA4_L1,29.59,1.225,399,29.56,1.225,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T20:15:00+00:00,849,1757,255.2,5.36,40.77,11,DSYA3_L2,30.29,1.228,375,30.29,1.228,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T20:30:00+00:00,850,1735,254.5,5.4,40.54,10.82,DSYA3_L2,29.45,1.227,375,29.45,1.227,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T20:45:00+00:00,851,1715,251.4,5.43,40.31,10.64,DSYA3_L2,28.56,1.227,398,28.56,1.227,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T21:00:00+00:00,852,1688,251,5.48,40.08,10.47,DSYA3_L2,27.89,1.226,396,27.89,1.226,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T21:15:00+00:00,853,1609,241.4,5.61,39.85,10.29,DSYA3_L2,27.23,1.226,372,27.23,1.226,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-14T21:30:00+00:00,854,1539,230.9,5.71,39.62,10.11,DSYA3_L1,25.26,1.224,374,25,1.224,0,,0,0,HYP-NORMAL,
2026-07-14T21:45:00+00:00,855,1486,224.8,5.8,39.4,9.94,DSYA7_L1,23.31,1.222,378,22.94,1.222,0,,0,0,HYP-NORMAL,
2026-07-14T22:00:00+00:00,856,1428,218.1,5.89,39.17,9.78,DSYA3_L1,22,1.221,349,21.63,1.221,0,,0,0,HYP-NORMAL,
2026-07-14T22:15:00+00:00,857,1321,206.6,6.07,38.95,9.61,DSYA3_L1,19.99,1.219,301,19.73,1.219,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-14T22:30:00+00:00,858,1218,193,6.23,38.74,9.45,DSYA7_L1,17.69,1.217,299,16.79,1.217,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-14T22:45:00+00:00,859,1114,178.5,6.4,38.53,9.3,DSYA7_L1,15.6,1.216,156,14.63,1.216,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-14T23:00:00+00:00,860,1016,165.3,6.56,38.32,9.16,DSYA3_L1,13.27,1.215,34,12.14,1.215,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-14T23:15:00+00:00,861,922.3,152.4,6.71,38.13,9.02,DSYA7_L1,11.21,1.215,9,10.27,1.215,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-14T23:30:00+00:00,862,827.6,139.1,6.86,37.94,8.88,DSYA1_L1,9.4,1.214,9,8.46,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-14T23:45:00+00:00,863,731.3,124.5,7.02,37.76,8.76,DSYA7_L1,8.02,1.214,8,6.78,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T00:00:00+00:00,864,638.6,110.1,7.17,37.66,8.69,DSYA3_L1,6.49,1.214,8,5.62,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T00:15:00+00:00,865,622.8,107.6,7.19,37.5,8.58,DSYA3_L1,5.38,1.214,7,4.45,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T00:30:00+00:00,866,602.9,103.7,7.22,37.36,8.48,DSYA7_L1,4.7,1.214,7,3.61,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T00:45:00+00:00,867,590.5,101.6,7.24,37.22,8.38,DSYA3_L1,4.18,1.214,7,3.46,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T01:00:00+00:00,868,576.8,99.7,7.27,37.1,8.3,DSYA7_L1,3.8,1.214,6,3.19,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T01:15:00+00:00,869,568.3,98.4,7.28,36.99,8.23,DSYA3_L1,3.58,1.214,6,2.96,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T01:30:00+00:00,870,557.9,97.1,7.3,36.9,8.16,DSYA7_L1,3.46,1.214,6,3.31,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T01:45:00+00:00,871,545.6,95.1,7.32,36.82,8.11,DSYA3_L2,3.09,1.214,5,3.09,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T02:00:00+00:00,872,532.8,92.7,7.34,36.75,8.06,DSYA3_L2,3.1,1.214,5,3.1,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T02:15:00+00:00,873,527.7,91.5,7.35,36.7,8.03,DSYA3_L1,3.05,1.214,5,3.02,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T02:30:00+00:00,874,526.3,91.2,7.35,36.66,8,DSYA3_L1,3.14,1.214,5,3,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T02:45:00+00:00,875,527.4,91.6,7.35,36.64,7.99,DSYA1_L1,2.92,1.214,4,2.82,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T03:00:00+00:00,876,523.3,91,7.35,36.63,7.98,DSYA3_L1,2.61,1.214,4,2.33,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T03:15:00+00:00,877,528.2,91.9,7.35,36.64,7.99,DSYA1_L1,2.71,1.214,4,2.38,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T03:30:00+00:00,878,525.3,92,7.35,36.66,8,DSYA3_L2,2.68,1.214,4,2.68,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T03:45:00+00:00,879,526.3,92.2,7.35,36.7,8.03,DSYA3_L2,2.79,1.214,3,2.79,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T04:00:00+00:00,880,521.9,91.3,7.36,36.75,8.06,DSYA4_L1,2.81,1.214,3,2.56,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T04:15:00+00:00,881,534.4,92.6,7.33,36.82,8.11,DSYA3_L2,2.89,1.214,3,2.89,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T04:30:00+00:00,882,547.8,95.1,7.31,36.9,8.16,DSYA3_L2,2.95,1.214,3,2.95,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T04:45:00+00:00,883,560.1,97.3,7.29,36.99,8.23,DSYA3_L2,2.78,1.214,3,2.78,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T05:00:00+00:00,884,569.9,99,7.28,37.1,8.3,DSYA3_L2,3.2,1.214,2,3.2,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T05:15:00+00:00,885,608.1,104.8,7.22,37.22,8.38,DSYA3_L2,3.37,1.214,2,3.37,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T05:30:00+00:00,886,650.9,111.5,7.15,37.36,8.48,DSYA4_L1,3.33,1.214,2,3.16,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T05:45:00+00:00,887,691.1,118.2,7.08,37.5,8.58,DSYA7_L1,3.96,1.214,2,3.84,1.214,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T06:00:00+00:00,888,734.5,125,7.01,37.66,8.69,DSYA3_L2,4.75,1.215,2,4.75,1.215,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T06:15:00+00:00,889,864.3,143.3,6.8,37.83,8.8,DSYA3_L2,5.56,1.215,2,5.56,1.215,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T06:30:00+00:00,890,987.3,158.7,6.6,38,8.93,DSYA3_L2,6.83,1.216,125,6.83,1.216,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D
2026-07-15T06:45:00+00:00,891,1117,176,6.39,38.19,9.06,DSYA3_L2,9.94,1.218,459,9.94,1.218,0,,0,0,HYP-NORMAL,
2026-07-15T07:00:00+00:00,892,1245,190.8,6.18,38.39,9.2,DSYA3_L2,12.28,1.22,626,12.28,1.22,0,,0,0,HYP-NORMAL,
2026-07-15T07:15:00+00:00,893,1357,203.8,6,38.59,9.35,DSYA3_L2,15.44,1.223,628,15.44,1.223,0,,0,0,HYP-NORMAL,
2026-07-15T07:30:00+00:00,894,1489,219.6,5.78,38.8,9.5,DSYA3_L2,18.81,1.228,628,18.81,1.228,0,,0,0,HYP-NORMAL,
2026-07-15T07:45:00+00:00,895,1626,234.8,5.56,39.01,9.66,DSYA3_L2,22.23,1.233,628,22.23,1.233,0,,0,0,HYP-NORMAL,
2026-07-15T08:00:00+00:00,896,1759,247.3,5.35,39.23,9.82,DSYA3_L2,26.67,1.24,625,26.67,1.24,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-15T08:15:00+00:00,897,1805,253.7,5.27,39.46,9.99,DSYA3_L2,31.22,1.248,483,31.22,1.248,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-15T08:30:00+00:00,898,1854,259.1,5.2,39.69,10.16,DSYA3_L2,33.13,1.255,458,33.13,1.255,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-15T08:45:00+00:00,899,1902,262.5,5.12,39.91,10.34,DSYA3_L2,35.32,1.263,456,35.32,1.263,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-15T09:00:00+00:00,900,1948,265.8,5.04,40.14,10.51,DSYA3_L2,37.48,1.273,362,37.48,1.273,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-15T09:15:00+00:00,901,1943,264.1,5.05,40.37,10.69,DSYA3_L2,39.05,1.282,314,39.05,1.282,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T09:30:00+00:00,902,1938,264.7,5.06,40.6,10.87,DSYA3_L2,39.18,1.288,294,39.18,1.288,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T09:45:00+00:00,903,1920,263.4,5.09,40.83,11.05,DSYA3_L2,38.94,1.292,289,38.94,1.292,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T10:00:00+00:00,904,1907,260.6,5.1,41.05,11.23,DSYA3_L2,38.17,1.294,287,38.17,1.294,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T10:15:00+00:00,905,1914,261.4,5.09,41.27,11.41,DSYA3_L2,37.97,1.298,289,37.97,1.298,0,,0,30,HYP-LOOSE-CONN,ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T10:30:00+00:00,906,1924,261.5,5.08,41.49,11.59,DSYA3_L2,38.51,1.304,287,38.51,1.304,0,,0,50,HYP-LOOSE-CONN,ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T10:45:00+00:00,907,1937,262.5,5.05,41.7,11.76,DSYA3_L2,38.55,1.308,288,38.55,1.308,0,,0,50,HYP-LOOSE-CONN,ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T11:00:00+00:00,908,1952,261.7,5.03,41.9,11.93,DSYA3_L2,39.27,1.315,286,39.27,1.315,0,,0,50,HYP-LOOSE-CONN,ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T11:15:00+00:00,909,1947,260.1,5.03,42.1,12.09,DSYA3_L2,40.06,1.322,286,40.06,1.322,0,,0,50,HYP-LOOSE-CONN,ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T11:30:00+00:00,910,1944,261,5.04,42.28,12.25,DSYA3_L2,40.19,1.326,285,40.19,1.326,0,,0,50,HYP-LOOSE-CONN,ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T11:45:00+00:00,911,1961,261.4,5.01,42.46,12.41,DSYA3_L2,39.7,1.328,285,39.7,1.328,0,,0,50,HYP-LOOSE-CONN,ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T12:00:00+00:00,912,1962,261.6,5.01,42.63,12.55,DSYA3_L2,40.09,1.332,285,40.09,1.332,0,,0,50,HYP-LOOSE-CONN,ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T12:15:00+00:00,913,1945,259.6,5.03,42.79,12.69,DSYA3_L2,40.63,1.337,284,40.63,1.337,0,,0,50,HYP-LOOSE-CONN,ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T12:30:00+00:00,914,1911,256.8,5.09,42.93,12.82,DSYA3_L2,39.86,1.337,284,39.86,1.337,0,,0,50,HYP-LOOSE-CONN,ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T12:45:00+00:00,915,1882,253.7,5.14,43.07,12.93,DSYA3_L2,38.72,1.335,284,38.72,1.335,0,,0,50,HYP-LOOSE-CONN,ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T13:00:00+00:00,916,1851,251,5.19,43.19,13.04,DSYA3_L2,37.94,1.336,284,37.94,1.336,0,,0,50,HYP-LOOSE-CONN,ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T13:15:00+00:00,917,1872,252.4,5.15,43.3,13.14,DSYA3_L2,36.53,1.333,284,36.53,1.333,0,,0,50,HYP-LOOSE-CONN,ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T13:30:00+00:00,918,1893,255.4,5.12,43.39,13.22,DSYA3_L2,37.1,1.337,284,37.1,1.337,0,,0,50,HYP-LOOSE-CONN,ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T13:45:00+00:00,919,1895,252.4,5.11,43.47,13.3,DSYA3_L2,37.94,1.342,283,37.94,1.342,0,,0,50,HYP-LOOSE-CONN,ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T14:00:00+00:00,920,1899,252.8,5.1,43.54,13.36,DSYA3_L2,38.67,1.347,283,38.67,1.347,0,,0,50,HYP-LOOSE-CONN,ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T14:15:00+00:00,921,1920,253.7,5.07,43.59,13.4,DSYA3_L2,38.7,1.35,283,38.7,1.35,0,,0,50,HYP-LOOSE-CONN,ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T14:30:00+00:00,922,1939,256,5.04,43.63,13.44,DSYA3_L2,39.42,1.355,283,39.42,1.355,0,,0,50,HYP-LOOSE-CONN,ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T14:45:00+00:00,923,1960,257,5,43.65,13.46,DSYA3_L2,40.4,1.361,282,40.4,1.361,0,,0,70,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T15:00:00+00:00,924,1985,256.8,4.96,43.66,13.47,DSYA3_L2,41.27,1.366,282,41.27,1.366,0,,0,70,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T15:15:00+00:00,925,1975,256,4.97,43.65,13.46,DSYA3_L2,42.56,1.374,282,42.56,1.374,0,,0,70,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T15:30:00+00:00,926,1969,256.4,4.99,43.63,13.44,DSYA3_L2,42.18,1.374,281,42.18,1.374,0,,0,70,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
2026-07-15T15:45:00+00:00,927,1964,254.2,4.99,43.59,13.4,DSYA3_L2,42.48,1.379,281,42.48,1.379,0,,0,70,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-K-WARN;ALM-TTL-14D;ALM-PANEL-TEMP
