ts,seq,i_ph_max,i_n,thd_i_mean,t_low_c,td_margin_k,worst_point,worst_dt_c,max_k_ratio,min_ttl_h,target_dt_c,target_k_ratio,q_any,pd_pps,risk_score,risk_mode,alarms
2026-07-07T13:15:00+00:00,149,1795,261.4,5.31,42.7,12.61,DSYA3_L1,46.12,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T13:30:00+00:00,150,1824,264.9,5.26,42.79,12.69,DSYA3_L1,45.59,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T13:45:00+00:00,151,1832,266.3,5.25,42.87,12.76,DSYA4_L1,46.02,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T14:00:00+00:00,152,1843,267.3,5.23,42.94,12.82,DSYA4_L1,46.8,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T14:15:00+00:00,153,1862,270.2,5.2,42.99,12.87,DSYA4_L1,47.23,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T14:30:00+00:00,154,1863,269.4,5.2,43.03,12.9,DSYA4_L1,48.11,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T14:45:00+00:00,155,1887,272.7,5.16,43.05,12.92,DSYA4_L1,48.31,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T15:00:00+00:00,156,1916,275.1,5.11,43.06,12.93,DSYA4_L1,49.53,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T15:15:00+00:00,157,1909,274.4,5.12,43.05,12.92,DSYA4_L1,50.46,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T15:30:00+00:00,158,1902,273,5.13,43.03,12.9,DSYA4_L1,51,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T15:45:00+00:00,159,1901,271.9,5.13,42.99,12.87,DSYA4_L1,50.7,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T16:00:00+00:00,160,1904,273.3,5.13,42.94,12.82,DSYA4_L1,50.9,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T16:15:00+00:00,161,1906,271.2,5.12,42.87,12.76,DSYA4_L1,50.53,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T16:30:00+00:00,162,1905,271.3,5.13,42.79,12.69,DSYA4_L1,50.86,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T16:45:00+00:00,163,1891,270.6,5.15,42.7,12.61,DSYA3_L1,50.69,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T17:00:00+00:00,164,1878,269,5.17,42.59,12.51,DSYA3_L1,50.3,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T17:15:00+00:00,165,1854,266.6,5.21,42.47,12.41,DSYA7_L1,49.52,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T17:30:00+00:00,166,1830,265,5.25,42.33,12.29,DSYA4_L1,48.7,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T17:45:00+00:00,167,1809,262.7,5.28,42.18,12.17,DSYA3_L1,47.84,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T18:00:00+00:00,168,1779,259.3,5.33,42.02,12.03,DSYA7_L1,46.76,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T18:15:00+00:00,169,1749,255.9,5.38,41.86,11.89,DSYA3_L1,45.5,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T18:30:00+00:00,170,1724,252.9,5.42,41.68,11.74,DSYA7_L1,44.62,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T18:45:00+00:00,171,1704,250.2,5.45,41.49,11.59,DSYA7_L1,42.88,1,,,,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T19:00:00+00:00,172,1688,249.1,5.48,41.29,11.42,DSYA3_L1,41.98,1,,,,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T19:15:00+00:00,173,1703,250.2,5.45,41.09,11.26,DSYA3_L1,40.98,1,,,,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T19:30:00+00:00,174,1736,256.4,5.4,40.87,11.09,DSYA3_L1,40.71,1,,,,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T19:45:00+00:00,175,1748,259.2,5.39,40.66,10.92,DSYA4_L1,41.82,1,,,,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T20:00:00+00:00,176,1767,259,5.35,40.44,10.74,DSYA4_L1,42.31,1,,,,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T20:15:00+00:00,177,1738,255,5.4,40.21,10.56,DSYA4_L1,43.24,1,,,,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T20:30:00+00:00,178,1707,253.9,5.45,39.98,10.39,DSYA4_L1,42.44,1,,,,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T20:45:00+00:00,179,1677,249.5,5.5,39.75,10.21,DSYA3_L1,41.58,1,,,,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T21:00:00+00:00,180,1649,246.6,5.54,39.52,10.03,DSYA7_L1,40.42,1,,,,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T21:15:00+00:00,181,1572,238.1,5.67,39.29,9.86,DSYA7_L1,39.58,1,,,,0,0,0,HYP-NORMAL,
2026-07-07T21:30:00+00:00,182,1501,228.1,5.78,39.06,9.69,DSYA3_L1,37.29,1,,,,0,0,0,HYP-NORMAL,
2026-07-07T21:45:00+00:00,183,1428,218.2,5.89,38.83,9.52,DSYA3_L1,34.9,1,,,,0,0,0,HYP-NORMAL,
2026-07-07T22:00:00+00:00,184,1376,212.6,5.98,38.6,9.36,DSYA3_L1,32.13,1,,,,0,0,0,HYP-NORMAL,
2026-07-07T22:15:00+00:00,185,1285,201.8,6.13,38.38,9.2,DSYA3_L1,29.74,1,,,,0,0,0,HYP-NORMAL,
2026-07-07T22:30:00+00:00,186,1182,188.5,6.29,38.16,9.04,DSYA3_L1,27.09,1,,,,0,0,0,HYP-NORMAL,
2026-07-07T22:45:00+00:00,187,1091,177.1,6.44,37.95,8.89,DSYA7_L1,24.07,1,,,,0,0,0,HYP-NORMAL,
2026-07-07T23:00:00+00:00,188,996.2,165.2,6.6,37.75,8.75,DSYA3_L1,21.12,1,,,,0,0,0,HYP-NORMAL,
2026-07-07T23:15:00+00:00,189,900,151.7,6.75,37.55,8.61,DSYA3_L1,18.2,1,,,,0,0,0,HYP-NORMAL,
2026-07-07T23:30:00+00:00,190,809.9,138.7,6.9,37.36,8.48,DSYA3_L1,15.26,1,,,,0,0,0,HYP-NORMAL,
2026-07-07T23:45:00+00:00,191,718,124.1,7.04,37.18,8.36,DSYA7_L1,13.11,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T00:00:00+00:00,192,622.7,108.4,7.2,37.11,8.31,DSYA7_L1,10.57,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T00:15:00+00:00,193,607.8,105.8,7.22,36.95,8.2,DSYA3_L1,8.73,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T00:30:00+00:00,194,594.5,103.5,7.24,36.81,8.1,DSYA7_L1,7.33,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T00:45:00+00:00,195,579.1,100.9,7.27,36.67,8.01,DSYA1_L1,6.12,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T01:00:00+00:00,196,566.7,99.2,7.29,36.55,7.93,DSYA7_L1,5.8,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T01:15:00+00:00,197,556.9,97.8,7.3,36.44,7.86,DSYA7_L1,5.35,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T01:30:00+00:00,198,546,96.1,7.32,36.34,7.79,DSYA3_L1,4.83,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T01:45:00+00:00,199,536,94.4,7.34,36.26,7.74,DSYA4_L1,4.49,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T02:00:00+00:00,200,521.3,92.2,7.36,36.19,7.69,DSYA1_L1,4.27,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T02:15:00+00:00,201,518.4,91.4,7.36,36.14,7.66,DSYA7_L1,4.39,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T02:30:00+00:00,202,512.5,90.6,7.37,36.1,7.64,DSYA3_L1,4.04,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T02:45:00+00:00,203,512.4,90.6,7.37,36.08,7.62,DSYA1_L1,3.86,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T03:00:00+00:00,204,511.4,90.1,7.37,36.07,7.62,DSYA7_L1,3.96,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T03:15:00+00:00,205,512.4,90.4,7.37,36.08,7.62,DSYA4_L1,3.86,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T03:30:00+00:00,206,512.6,90.4,7.37,36.1,7.64,DSYA3_L1,4.38,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T03:45:00+00:00,207,512.6,90.6,7.37,36.14,7.66,DSYA3_L1,3.95,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T04:00:00+00:00,208,513.4,90.7,7.37,36.19,7.69,DSYA1_L1,4.07,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T04:15:00+00:00,209,522.7,92.2,7.36,36.26,7.74,DSYA3_L1,3.79,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T04:30:00+00:00,210,533.1,93.4,7.34,36.34,7.79,DSYA2_L1,3.59,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T04:45:00+00:00,211,542.9,95.2,7.32,36.44,7.86,DSYA3_L1,4.03,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T05:00:00+00:00,212,551.9,96.6,7.31,36.55,7.93,DSYA3_L1,4.41,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T05:15:00+00:00,213,589.7,102.5,7.25,36.67,8.01,DSYA3_L1,4.24,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T05:30:00+00:00,214,627.8,107.8,7.18,36.81,8.1,DSYA4_L1,4.75,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T05:45:00+00:00,215,661.8,113.1,7.13,36.95,8.2,DSYA4_L1,5.17,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T06:00:00+00:00,216,705.8,119.8,7.06,37.11,8.31,DSYA4_L1,5.66,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T06:15:00+00:00,217,828.5,137.5,6.86,37.28,8.42,DSYA4_L1,6.77,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T06:30:00+00:00,218,958.2,156.3,6.65,37.46,8.55,DSYA4_L1,8.65,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T06:45:00+00:00,219,1090,175.7,6.44,37.65,8.68,DSYA4_L1,12.37,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T07:00:00+00:00,220,1216,192.5,6.24,37.84,8.82,DSYA4_L1,15.29,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T07:15:00+00:00,221,1345,210.2,6.03,38.05,8.96,DSYA4_L1,19.34,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T07:30:00+00:00,222,1476,227,5.82,38.26,9.11,DSYA4_L1,23.63,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T07:45:00+00:00,223,1606,241.3,5.61,38.48,9.27,DSYA4_L1,28.49,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T08:00:00+00:00,224,1728,255.8,5.42,38.7,9.43,DSYA4_L1,33.87,1,,,,0,0,0,HYP-NORMAL,
2026-07-08T08:15:00+00:00,225,2382,317.3,4.36,38.92,9.59,DSYA4_L1,40.16,1.001,,,,0,0,50,HYP-OVERLOAD,ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T08:30:00+00:00,226,2432,319.6,4.28,39.15,9.76,DSYA4_L1,69.27,1.001,,,,0,0,50,HYP-OVERLOAD,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T08:45:00+00:00,227,2492,325.4,4.2,39.38,9.93,DSYA4_L1,79.5,1.001,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T09:00:00+00:00,228,2580,336.3,4.2,39.61,10.11,DSYA4_L1,84.94,1.001,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T09:15:00+00:00,229,2568,333.9,4.2,39.84,10.28,DSYA4_L1,91.24,1.001,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T09:30:00+00:00,230,2544,332.3,4.2,40.08,10.46,DSYA4_L1,91.63,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T09:45:00+00:00,231,2526,329.4,4.2,40.3,10.64,DSYA4_L1,91.09,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T10:00:00+00:00,232,2522,327.6,4.2,40.53,10.81,DSYA4_L1,89.54,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T10:15:00+00:00,233,2541,328.6,4.2,40.75,10.99,DSYA4_L1,89.26,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T10:30:00+00:00,234,2548,332.8,4.2,40.97,11.16,DSYA4_L1,89.7,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T10:45:00+00:00,235,2553,331.5,4.2,41.18,11.33,DSYA4_L1,90.45,1.001,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T11:00:00+00:00,236,2574,337,4.2,41.38,11.5,DSYA4_L1,91.1,1.001,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T11:15:00+00:00,237,2571,340.9,4.2,41.58,11.66,DSYA4_L1,92.44,1.001,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T11:30:00+00:00,238,2568,338.3,4.2,41.77,11.82,DSYA4_L1,92.21,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T11:45:00+00:00,239,2567,339.5,4.2,41.95,11.97,DSYA4_L1,92.4,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T12:00:00+00:00,240,2557,343.3,4.2,42.12,12.11,DSYA4_L1,92.25,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T12:15:00+00:00,241,2518,334.7,4.2,42.27,12.24,DSYA4_L1,91.44,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T12:30:00+00:00,242,2485,327.6,4.2,42.42,12.37,DSYA3_L1,89.57,1.001,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T12:45:00+00:00,243,2454,325.7,4.25,42.56,12.49,DSYA3_L1,88.19,1.001,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T13:00:00+00:00,244,2419,320.4,4.3,42.68,12.59,DSYA3_L1,86.34,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T13:15:00+00:00,245,2450,319.5,4.24,42.79,12.69,DSYA3_L1,84.37,1.001,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T13:30:00+00:00,246,2456,319,4.23,42.88,12.77,DSYA3_L1,83.82,1.001,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T13:45:00+00:00,247,2477,323.8,4.2,42.97,12.84,DSYA4_L1,84.17,1.001,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T14:00:00+00:00,248,2504,326.6,4.2,43.03,12.9,DSYA4_L1,85.5,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T14:15:00+00:00,249,2524,326.8,4.2,43.08,12.95,DSYA4_L1,87.11,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T14:30:00+00:00,250,2542,329.7,4.2,43.12,12.98,DSYA4_L1,88.67,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T14:45:00+00:00,251,2593,335.6,4.2,43.15,13,DSYA4_L1,89.95,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T15:00:00+00:00,252,2619,338.5,4.2,43.15,13.01,DSYA4_L1,92.68,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T15:15:00+00:00,253,2620,338.1,4.2,43.15,13,DSYA4_L1,95.11,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T15:30:00+00:00,254,2624,339.4,4.2,43.12,12.98,DSYA4_L1,95.63,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T15:45:00+00:00,255,2626,338.8,4.2,43.08,12.95,DSYA4_L1,96.05,1.001,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T16:00:00+00:00,256,2620,333.6,4.2,43.03,12.9,DSYA4_L1,96.43,1.001,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T16:15:00+00:00,257,2606,331.2,4.2,42.97,12.84,DSYA4_L1,95.87,1.001,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T16:30:00+00:00,258,2611,336.4,4.2,42.88,12.77,DSYA4_L1,95.2,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T16:45:00+00:00,259,2593,334.6,4.2,42.79,12.69,DSYA4_L1,95.4,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T17:00:00+00:00,260,2604,338.1,4.2,42.68,12.59,DSYA3_L1,94.4,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T17:15:00+00:00,261,2583,338.6,4.2,42.56,12.49,DSYA4_L1,94.51,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T17:30:00+00:00,262,2541,332.9,4.2,42.42,12.37,DSYA3_L1,93.91,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T17:45:00+00:00,263,2508,325,4.2,42.27,12.24,DSYA3_L1,91.76,1.001,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T18:00:00+00:00,264,2478,319.1,4.2,42.12,12.11,DSYA3_L1,89.92,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T18:15:00+00:00,265,2447,315,4.24,41.95,11.97,DSYA3_L1,88.04,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T18:30:00+00:00,266,2418,312.1,4.29,41.77,11.82,DSYA3_L1,85.95,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T18:45:00+00:00,267,2407,315.3,4.31,41.58,11.66,DSYA3_L1,84.22,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T19:00:00+00:00,268,2377,316,4.37,41.38,11.5,DSYA3_L1,82.63,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T19:15:00+00:00,269,2419,319.4,4.3,41.18,11.33,DSYA3_L1,81.23,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T19:30:00+00:00,270,2424,317.7,4.29,40.97,11.16,DSYA4_L1,81.51,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T19:45:00+00:00,271,2434,315.3,4.27,40.75,10.99,DSYA4_L1,81.98,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T20:00:00+00:00,272,2452,315,4.23,40.53,10.81,DSYA4_L1,82.53,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T20:15:00+00:00,273,2410,313,4.31,40.3,10.64,DSYA4_L1,83.82,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
2026-07-08T20:30:00+00:00,274,2357,309.3,4.39,40.08,10.46,DSYA4_L1,81.91,1.002,,,,0,0,50,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-TERM-ALM;ALM-THR-PHASE-DIF;ALM-I-OVER;ALM-PANEL-TEMP
