ts,seq,i_ph_max,i_n,thd_i_mean,t_low_c,td_margin_k,worst_point,worst_dt_c,max_k_ratio,min_ttl_h,target_dt_c,target_k_ratio,q_any,pd_pps,risk_score,risk_mode,alarms
2026-07-07T12:00:00+00:00,144,1887,271.4,5.16,42.02,12.03,DSYA4_L1,50.17,1,,0.73,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T12:15:00+00:00,145,1855,267,5.21,42.18,12.17,DSYA3_L1,49.76,1,,0.7,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T12:30:00+00:00,146,1838,268,5.24,42.33,12.29,DSYA3_L1,48.99,1,,0.77,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T12:45:00+00:00,147,1815,267.1,5.28,42.47,12.41,DSYA3_L1,48.03,1,,1.32,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T13:00:00+00:00,148,1795,263.7,5.31,42.59,12.51,DSYA7_L1,46.82,1,,0.71,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T13:15:00+00:00,149,1795,261.4,5.31,42.7,12.61,DSYA3_L1,46.12,1,,0.52,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T13:30:00+00:00,150,1824,264.9,5.26,42.79,12.69,DSYA3_L1,45.59,1,,0.75,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T13:45:00+00:00,151,1832,266.3,5.25,42.87,12.76,DSYA4_L1,46.02,1,,0.65,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T14:00:00+00:00,152,1843,267.3,5.23,42.94,12.82,DSYA4_L1,46.8,1,,0.74,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T14:15:00+00:00,153,1862,270.2,5.2,42.99,12.87,DSYA4_L1,47.23,1,,0.59,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T14:30:00+00:00,154,1863,269.4,5.2,43.03,12.9,DSYA4_L1,48.11,1,,1.02,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T14:45:00+00:00,155,1887,272.7,5.16,43.05,12.92,DSYA4_L1,48.31,1,,1.11,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T15:00:00+00:00,156,1916,275.1,5.11,43.06,12.93,DSYA4_L1,49.53,1,,0.79,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T15:15:00+00:00,157,1909,274.4,5.12,43.05,12.92,DSYA4_L1,50.46,1,,0.91,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T15:30:00+00:00,158,1902,273,5.13,43.03,12.9,DSYA4_L1,51,1,,1.02,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T15:45:00+00:00,159,1901,271.9,5.13,42.99,12.87,DSYA4_L1,50.7,1,,0.99,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T16:00:00+00:00,160,1904,273.3,5.13,42.94,12.82,DSYA4_L1,50.9,1,,0.96,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T16:15:00+00:00,161,1906,271.2,5.12,42.87,12.76,DSYA4_L1,50.53,1,,0.59,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T16:30:00+00:00,162,1905,271.3,5.13,42.79,12.69,DSYA4_L1,50.86,1,,0.55,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T16:45:00+00:00,163,1891,270.6,5.15,42.7,12.61,DSYA3_L1,50.69,1,,0.45,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T17:00:00+00:00,164,1878,269,5.17,42.59,12.51,DSYA3_L1,50.3,1,,0.76,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T17:15:00+00:00,165,1854,266.6,5.21,42.47,12.41,DSYA7_L1,49.52,1,,0.83,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T17:30:00+00:00,166,1830,265,5.25,42.33,12.29,DSYA4_L1,48.7,1,,0.94,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T17:45:00+00:00,167,1809,262.7,5.28,42.18,12.17,DSYA3_L1,47.84,1,,0.83,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T18:00:00+00:00,168,1779,259.3,5.33,42.02,12.03,DSYA7_L1,46.76,1,,0.61,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T18:15:00+00:00,169,1749,255.9,5.38,41.86,11.89,DSYA3_L1,45.5,1,,0.81,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T18:30:00+00:00,170,1724,252.9,5.42,41.68,11.74,DSYA7_L1,44.62,1,,0.82,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T18:45:00+00:00,171,1704,250.2,5.45,41.49,11.59,DSYA7_L1,42.88,1,,0.84,1,0,0,20,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-07T19:00:00+00:00,172,1688,249.1,5.48,41.29,11.42,DSYA3_L1,41.98,1,,0.75,1,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T19:15:00+00:00,173,1703,250.2,5.45,41.09,11.26,DSYA3_L1,40.98,1,,0.53,1,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T19:30:00+00:00,174,1736,256.4,5.4,40.87,11.09,DSYA3_L1,40.71,1,,0.57,1,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T19:45:00+00:00,175,1748,259.2,5.39,40.66,10.92,DSYA4_L1,41.82,1,,0.81,1,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T20:00:00+00:00,176,1767,259,5.35,40.44,10.74,DSYA4_L1,42.31,1,,0.92,1,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T20:15:00+00:00,177,1738,255,5.4,40.21,10.56,DSYA4_L1,43.24,1,,0.54,1,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T20:30:00+00:00,178,1707,253.9,5.45,39.98,10.39,DSYA4_L1,42.44,1,,0.73,1,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T20:45:00+00:00,179,1677,249.5,5.5,39.75,10.21,DSYA3_L1,41.58,1,,0.72,1,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T21:00:00+00:00,180,1649,246.6,5.54,39.52,10.03,DSYA7_L1,40.42,1,,1.05,1,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T21:15:00+00:00,181,1572,238.1,5.67,39.29,9.86,DSYA7_L1,39.58,1,,0.79,1,0,0,0,HYP-NORMAL,
2026-07-07T21:30:00+00:00,182,1501,228.1,5.78,39.06,9.69,DSYA3_L1,37.29,1,,0.81,1,0,0,0,HYP-NORMAL,
2026-07-07T21:45:00+00:00,183,1428,218.2,5.89,38.83,9.52,DSYA3_L1,34.9,1,,0.28,1,0,0,0,HYP-NORMAL,
2026-07-07T22:00:00+00:00,184,1376,212.6,5.98,38.6,9.36,DSYA3_L1,32.13,1,,0.31,1,0,0,0,HYP-NORMAL,
2026-07-07T22:15:00+00:00,185,1285,201.8,6.13,38.38,9.2,DSYA3_L1,29.74,1,,0.58,1,0,0,0,HYP-NORMAL,
2026-07-07T22:30:00+00:00,186,1182,188.5,6.29,38.16,9.04,DSYA3_L1,27.09,1,,0.65,1,0,0,0,HYP-NORMAL,
2026-07-07T22:45:00+00:00,187,1091,177.1,6.44,37.95,8.89,DSYA7_L1,24.07,1,,0.47,1,0,0,0,HYP-NORMAL,
2026-07-07T23:00:00+00:00,188,996.2,165.2,6.6,37.75,8.75,DSYA3_L1,21.12,1,,0.3,1,0,0,0,HYP-NORMAL,
2026-07-07T23:15:00+00:00,189,900,151.7,6.75,37.55,8.61,DSYA3_L1,18.2,1,,0.31,1,0,0,0,HYP-NORMAL,
2026-07-07T23:30:00+00:00,190,809.9,138.7,6.9,37.36,8.48,DSYA3_L1,15.26,1,,0.21,1,0,0,0,HYP-NORMAL,
2026-07-07T23:45:00+00:00,191,718,124.1,7.04,37.18,8.36,DSYA7_L1,13.11,1,,0.45,1,0,0,0,HYP-NORMAL,
2026-07-08T00:00:00+00:00,192,622.7,108.4,7.2,37.11,8.31,DSYA7_L1,10.57,1,,0.49,1,0,0,0,HYP-NORMAL,
2026-07-08T00:15:00+00:00,193,607.8,105.8,7.22,36.95,8.2,DSYA3_L1,8.73,1,,0.25,1,0,0,0,HYP-NORMAL,
2026-07-08T00:30:00+00:00,194,594.5,103.5,7.24,36.81,8.1,DSYA7_L1,7.33,1,,-0.05,1,0,0,0,HYP-NORMAL,
2026-07-08T00:45:00+00:00,195,579.1,100.9,7.27,36.67,8.01,DSYA1_L1,6.12,1,,0.22,1,0,0,0,HYP-NORMAL,
2026-07-08T01:00:00+00:00,196,566.7,99.2,7.29,36.55,7.93,DSYA7_L1,5.8,1,,-0.12,1,0,0,0,HYP-NORMAL,
2026-07-08T01:15:00+00:00,197,556.9,97.8,7.3,36.44,7.86,DSYA7_L1,5.35,1,,0.57,1,0,0,0,HYP-NORMAL,
2026-07-08T01:30:00+00:00,198,546,96.1,7.32,36.34,7.79,DSYA3_L1,4.83,1,,-0.16,1,0,0,0,HYP-NORMAL,
2026-07-08T01:45:00+00:00,199,536,94.4,7.34,36.26,7.74,DSYA4_L1,4.49,1,,0.33,1,0,0,0,HYP-NORMAL,
2026-07-08T02:00:00+00:00,200,521.3,92.2,7.36,36.19,7.69,DSYA1_L1,4.27,1,,0,1,0,0,0,HYP-NORMAL,
2026-07-08T02:15:00+00:00,201,518.4,91.4,7.36,36.14,7.66,DSYA7_L1,4.39,1,,0.19,1,0,0,0,HYP-NORMAL,
2026-07-08T02:30:00+00:00,202,512.5,90.6,7.37,36.1,7.64,DSYA3_L1,4.04,1,,0.04,1,0,0,0,HYP-NORMAL,
2026-07-08T02:45:00+00:00,203,512.4,90.6,7.37,36.08,7.62,DSYA1_L1,3.86,1,,-0.14,1,0,0,0,HYP-NORMAL,
2026-07-08T03:00:00+00:00,204,511.4,90.1,7.37,36.07,7.62,DSYA7_L1,3.96,1,,0.26,1,0,0,0,HYP-NORMAL,
2026-07-08T03:15:00+00:00,205,512.4,90.4,7.37,36.08,7.62,DSYA4_L1,3.86,1,,0.21,1,0,0,0,HYP-NORMAL,
2026-07-08T03:30:00+00:00,206,512.6,90.4,7.37,36.1,7.64,DSYA3_L1,4.38,1,,-0.33,1,0,0,0,HYP-NORMAL,
2026-07-08T03:45:00+00:00,207,512.6,90.6,7.37,36.14,7.66,DSYA3_L1,3.95,1,,-0.08,1,0,0,0,HYP-NORMAL,
2026-07-08T04:00:00+00:00,208,513.4,90.7,7.37,36.19,7.69,DSYA1_L1,4.07,1,,0.08,1,0,0,0,HYP-NORMAL,
2026-07-08T04:15:00+00:00,209,522.7,92.2,7.36,36.26,7.74,DSYA3_L1,3.79,1,,0.05,1,0,0,0,HYP-NORMAL,
2026-07-08T04:30:00+00:00,210,533.1,93.4,7.34,36.34,7.79,DSYA2_L1,3.59,1,,0.1,1,0,0,0,HYP-NORMAL,
2026-07-08T04:45:00+00:00,211,542.9,95.2,7.32,36.44,7.86,DSYA3_L1,4.03,1,,0.22,1,0,0,0,HYP-NORMAL,
2026-07-08T05:00:00+00:00,212,551.9,96.6,7.31,36.55,7.93,DSYA3_L1,4.41,1,,0.01,1,0,0,0,HYP-NORMAL,
2026-07-08T05:15:00+00:00,213,589.7,102.5,7.25,36.67,8.01,DSYA3_L1,4.24,1,,-0.4,1,0,0,0,HYP-NORMAL,
2026-07-08T05:30:00+00:00,214,627.8,107.8,7.18,36.81,8.1,DSYA4_L1,4.75,1,,0.35,1,0,0,0,HYP-NORMAL,
2026-07-08T05:45:00+00:00,215,661.8,113.1,7.13,36.95,8.2,DSYA4_L1,5.17,1,,0.46,1,0,0,0,HYP-NORMAL,
2026-07-08T06:00:00+00:00,216,705.8,119.8,7.06,37.11,8.31,DSYA4_L1,5.66,1,,0.15,1,0,0,0,HYP-NORMAL,
2026-07-08T06:15:00+00:00,217,828.5,137.5,6.86,37.28,8.42,DSYA4_L1,6.77,1,,0.3,1,0,0,0,HYP-NORMAL,
2026-07-08T06:30:00+00:00,218,958.2,156.3,6.65,37.46,8.55,DSYA4_L1,8.65,1,,0.5,1,0,0,0,HYP-NORMAL,
2026-07-08T06:45:00+00:00,219,1090,175.7,6.44,37.65,8.68,DSYA4_L1,12.37,1,,0.46,1,0,0,0,HYP-NORMAL,
2026-07-08T07:00:00+00:00,220,1216,192.5,6.24,37.84,8.82,DSYA4_L1,15.29,1,,0.23,1,0,0,0,HYP-NORMAL,
2026-07-08T07:15:00+00:00,221,1345,210.2,6.03,38.05,8.96,DSYA4_L1,19.34,1,,-0.02,1,0,0,0,HYP-NORMAL,
2026-07-08T07:30:00+00:00,222,1476,227,5.82,38.26,9.11,DSYA4_L1,23.63,1,,0.56,1,0,0,0,HYP-NORMAL,
2026-07-08T07:45:00+00:00,223,1606,241.3,5.61,38.48,9.27,DSYA4_L1,28.49,1,,0.65,1,0,0,0,HYP-NORMAL,
2026-07-08T08:00:00+00:00,224,1728,255.8,5.42,38.7,9.43,DSYA4_L1,33.87,1,,0.68,1,0,0,0,HYP-NORMAL,
2026-07-08T08:15:00+00:00,225,1764,671.7,18.74,38.92,9.59,DSYA4_L1,40.16,1.001,,0.4,1.001,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-08T08:30:00+00:00,226,1801,678.6,18.53,39.15,9.76,DSYA4_L1,42.49,1.001,,3.1,0.9372,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-08T08:45:00+00:00,227,1846,686.7,18.28,39.38,9.93,DSYA4_L1,44.84,1.001,,4.17,0.9326,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-08T09:00:00+00:00,228,1911,697.7,17.91,39.61,10.11,DSYA4_L1,46.9,1.001,,4.4,0.9143,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-08T09:15:00+00:00,229,1902,695.9,17.95,39.84,10.28,DSYA4_L1,50.23,1.001,,4.95,0.9321,0,0,0,HYP-NORMAL,ALM-THR-TERM-WARN;ALM-PANEL-TEMP
2026-07-08T09:30:00+00:00,230,1885,693.4,18.06,40.08,10.46,DSYA4_L1,50.16,1.002,,5.11,0.9451,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T09:45:00+00:00,231,1871,690.8,18.13,40.3,10.64,DSYA4_L1,50.08,1.002,,5.15,0.9543,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T10:00:00+00:00,232,1868,690.2,18.15,40.53,10.81,DSYA4_L1,49.09,1.001,,5.04,0.9557,0,0,30,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T10:15:00+00:00,233,1882,692.2,18.06,40.75,10.99,DSYA4_L1,49.05,1.002,,5.02,0.9576,0,0,30,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T10:30:00+00:00,234,1888,693.7,18.04,40.97,11.16,DSYA4_L1,49.1,1.001,,4.87,0.9531,0,0,30,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T10:45:00+00:00,235,1891,694.2,18.02,41.18,11.33,DSYA4_L1,49.57,1.001,,5.41,0.9677,0,0,30,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T11:00:00+00:00,236,1907,697.1,17.94,41.38,11.5,DSYA4_L1,50.03,1.001,,4.96,0.9607,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T11:15:00+00:00,237,1904,697.6,17.97,41.58,11.66,DSYA4_L1,50.82,1.001,,4.95,0.9585,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T11:30:00+00:00,238,1902,696.7,17.97,41.77,11.82,DSYA4_L1,50.51,1.001,,4.93,0.9561,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T11:45:00+00:00,239,1902,696.9,17.98,41.95,11.97,DSYA4_L1,50.76,1.002,,5.25,0.9615,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T12:00:00+00:00,240,1894,696.7,18.05,42.12,12.11,DSYA4_L1,50.66,1.002,,5.21,0.9634,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T12:15:00+00:00,241,1865,691,18.19,42.27,12.24,DSYA4_L1,50.1,1.001,,4.87,0.9582,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T12:30:00+00:00,242,1841,686.3,18.32,42.42,12.37,DSYA4_L1,49.2,1.001,,4.86,0.9568,0,0,30,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T12:45:00+00:00,243,1818,682.1,18.45,42.56,12.49,DSYA3_L1,48.42,1.001,,4.7,0.9537,0,0,30,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T13:00:00+00:00,244,1792,677.1,18.59,42.68,12.59,DSYA3_L1,47.41,1.002,,4.79,0.9538,0,0,30,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T13:15:00+00:00,245,1815,681,18.45,42.79,12.69,DSYA3_L1,46.37,1.001,,4.99,0.9573,0,0,30,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T13:30:00+00:00,246,1819,681.6,18.42,42.88,12.77,DSYA3_L1,45.99,1.001,,4.94,0.9583,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-08T13:45:00+00:00,247,1835,684.7,18.34,42.97,12.84,DSYA4_L1,46.19,1.001,,4.83,0.9578,0,0,30,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T14:00:00+00:00,248,1855,688.3,18.23,43.03,12.9,DSYA4_L1,46.97,1.001,,4.6,0.9542,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-08T14:15:00+00:00,249,1870,690.2,18.13,43.08,12.95,DSYA4_L1,47.8,1.001,,4.59,0.9514,0,0,30,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T14:30:00+00:00,250,1883,692.7,18.06,43.12,12.98,DSYA4_L1,48.69,1.002,,4.98,0.9534,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-08T14:45:00+00:00,251,1921,698.5,17.84,43.15,13,DSYA4_L1,49.36,1.001,,5.19,0.9561,0,0,30,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T15:00:00+00:00,252,1940,701.5,17.73,43.15,13.01,DSYA4_L1,50.72,1.002,,5.18,0.9571,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T15:15:00+00:00,253,1940,701.7,17.73,43.15,13,DSYA4_L1,52.16,1.001,,4.92,0.9544,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T15:30:00+00:00,254,1944,702.3,17.71,43.12,12.98,DSYA4_L1,52.41,1.001,,5.1,0.955,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T15:45:00+00:00,255,1945,702.3,17.7,43.08,12.95,DSYA4_L1,52.64,1.001,,5.14,0.9554,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T16:00:00+00:00,256,1941,700.9,17.71,43.03,12.9,DSYA4_L1,52.94,1.001,,5.43,0.9588,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T16:15:00+00:00,257,1931,699,17.76,42.97,12.84,DSYA4_L1,52.51,1.001,,5.05,0.9569,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T16:30:00+00:00,258,1934,700.3,17.76,42.88,12.77,DSYA4_L1,52.2,1.001,,5.01,0.9563,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T16:45:00+00:00,259,1921,698.6,17.84,42.79,12.69,DSYA4_L1,52.39,1.002,,5.54,0.9609,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T17:00:00+00:00,260,1929,700.1,17.8,42.68,12.59,DSYA3_L1,51.94,1.002,,4.91,0.9574,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T17:15:00+00:00,261,1914,698.2,17.9,42.56,12.49,DSYA4_L1,51.78,1.002,,4.95,0.9566,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T17:30:00+00:00,262,1882,693.3,18.08,42.42,12.37,DSYA3_L1,51.73,1.002,,5,0.9564,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T17:45:00+00:00,263,1858,688.2,18.2,42.27,12.24,DSYA3_L1,50.28,1.001,,5.21,0.9583,0,0,30,HYP-LOOSE-CONN,ALM-THR-TERM-WARN;ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T18:00:00+00:00,264,1836,684.2,18.32,42.12,12.11,DSYA3_L1,49.3,1.002,,4.86,0.9569,0,0,30,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T18:15:00+00:00,265,1812,679.6,18.44,41.95,11.97,DSYA3_L1,48.3,1.001,,4.8,0.9564,0,0,30,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T18:30:00+00:00,266,1791,675.7,18.56,41.77,11.82,DSYA3_L1,47.13,1.001,,5.13,0.959,0,0,30,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T18:45:00+00:00,267,1783,674.7,18.62,41.58,11.66,DSYA3_L1,46.3,1.001,,4.72,0.9577,0,0,30,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T19:00:00+00:00,268,1760,670.8,18.76,41.38,11.5,DSYA3_L1,45.38,1.001,,4.71,0.9576,0,0,30,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T19:15:00+00:00,269,1792,676.9,18.58,41.18,11.33,DSYA3_L1,44.75,1.002,,4.69,0.9576,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-08T19:30:00+00:00,270,1796,677.4,18.56,40.97,11.16,DSYA4_L1,44.83,1.002,,4.35,0.9548,0,0,30,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T19:45:00+00:00,271,1803,678,18.5,40.75,10.99,DSYA3_L1,45.05,1.002,,4.67,0.955,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-08T20:00:00+00:00,272,1816,680.4,18.42,40.53,10.81,DSYA4_L1,45.26,1.002,,4.89,0.956,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-08T20:15:00+00:00,273,1785,674.7,18.6,40.3,10.64,DSYA4_L1,46.04,1.002,,4.82,0.956,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-08T20:30:00+00:00,274,1746,667.6,18.83,40.08,10.46,DSYA4_L1,44.99,1.002,,4.51,0.9543,0,0,30,HYP-LOOSE-CONN,ALM-THR-PHASE-DIF;ALM-PANEL-TEMP
2026-07-08T20:45:00+00:00,275,1701,658.1,19.07,39.84,10.28,DSYA3_L1,43.66,1.002,,4.5,0.9537,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-08T21:00:00+00:00,276,1672,652.1,19.23,39.61,10.11,DSYA3_L1,42.21,1.001,,4.76,0.9554,0,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-08T21:15:00+00:00,277,1602,637,19.64,39.38,9.93,DSYA3_L1,40.97,1.002,,4.89,0.9579,0,0,0,HYP-NORMAL,
2026-07-08T21:30:00+00:00,278,1543,623.1,19.96,39.15,9.76,DSYA3_L1,38.94,1.002,,4.17,0.9562,0,0,0,HYP-NORMAL,
2026-07-08T21:45:00+00:00,279,1475,606.6,20.35,38.92,9.59,DSYA3_L1,36.72,1.002,,4.27,0.9573,0,0,0,HYP-NORMAL,
2026-07-08T22:00:00+00:00,280,1415,591,20.68,38.7,9.43,DSYA3_L1,33.97,1.002,,3.99,0.9575,0,0,0,HYP-NORMAL,
2026-07-08T22:15:00+00:00,281,1313,563.1,21.26,38.48,9.27,DSYA7_L1,31.41,1.002,,4.03,0.959,0,0,0,HYP-NORMAL,
